id_a,id_b,text_a,text_b,rating_a,rating_b,expected
6676,20,"I don't want to think I'm getting old or anything, but all the noises I used to make during sex, I now make getting out of bed.",me: if ant-man shrinks by making the space between atoms smaller then how does he go subatomic guy in the stall next to me: shut the fuck up,3.05,1.55,A
1247,6527,They should make brownies that look like joints but contain no marijuana.,What did the Hobbit say to the Japanese man as he was leaving? Shirenara!,1.75,1.1,A
3333,4549,I can't believe no one has come up with a cure for anorexia yet. I thought it would be a piece of cake!,"My wallet is like an onion. When I open it, it makes me cry.",1.95,2.95,B
5103,4433,What is the most popular kids show in the Middle East? Dora the EXPLODER,Do the people of Denmark appreciate the fact that their nationality is also a delicious treat?,2.26,1.87,A
6557,4344,One of the ants on my ant farm dresses up as a clown to cheer up his friends. He's an anti-depress ant.,"One zebra says to the other, ""I'm going to check out that patch of nice green grass over there . . . . . . I'll be white black.""",3.1,2.3,A
894,2774,"Well I was going to donate blood today until.... the lady got all personal and started asking, ""Who's blood is this?"" and ""How did you get it?""",What does a turtle and a pedophile have in common? They both want to get there before the hare does. ROFL,3.25,1.6,A
4990,7737,Q. How can you tell if someone is half Catholic and half Jewish? A. When he goes to confession he takes a lawyer with him.,"Child to his mum; ""Mummy, what is dark humour?"" ""Well sweetheart, you see that man over there with no arms?"" ""No Mummy, I""m blind"" ""Exactly""",2.5,2.35,A
4059,543,"I'm 60 days clean now. It's been hard showering every day, but thankfully I had heroin to help me through it.","I asked my mom if by any chance i was adopted ? She said ""why would we choose you?""",2.6,2.9,B
890,5194,What's green and not heavy? Light green h,"Genie: I shall grant you 3 wishes Me: I wish for a world without lawyers Genie: Done, you have no more wishes Me: But you said 3 Genie: Sue me.",1.95,2.95,B
7187,2683,I'm a Mexican with a black belt Call me Juan Punch,you mean the story about the elderly lady who had some sort of fur coming out of her lower back? oh thats nothing but an old wives tail,1.75,2.37,B
3676,581,What did the elephant say to the naked man? How do you breathe through that tiny thing?,BIRD IN A BIRDBATH: Chirp chirp chirp. BIRD IN A PUDDLE ON THE GROUND: You fucking sellout.,3.55,2.21,A
1144,5103,What borders on insanity? Canada and Mexico....,What is the most popular kids show in the Middle East? Dora the EXPLODER,3.05,2.26,A
3963,7655,"In 2011, Queen Elizabeth II agreed to act in a James Bond skit with Daniel Craig for the Olympics, breaking royal protocol. When asked if she wanted a speaking part, she replied, ""Of course I must say something. After all, he is coming to rescue me.""",My Mom always says 'homemade gifts are the best.' Hope she enjoys the meth.,2.0,2.84,B
7559,7540,"TOMMY GRASSSEED: Well well well if it isn't Lazy John. JOHNNY APPLESEED: Fuck off, Thomas.","How my day went today 1. Woke up 2. Went to work 3. Saw hot girl 4. Kissed the girl Too bad it happened in the order 2,3,4,1.",1.28,2.58,B
4695,4938,A man was hospitalized with 6 plastic horses up his butt. Doctors have described his condition as stable.,What do you call a dinosaur that practices Islam? A Quranosaurus.,2.75,1.65,A
2628,2085,How do Japanese people refer to American politicians? Parti-san,"I can't prove God isn't real, but at the same time, I can't prove that my dog doesn't run a violent Asian street gang while I'm asleep.",2.21,3.26,B
2476,7453,"My Girlfriend Told Me I Need To Get In Shape..... I told her ""I am in shape! Round is a shape!""",me: [drops an ice cube] the tribe of ants that live under my fridge: we have been blessed with a gift from the overworld my brothers,2.35,2.74,B
3470,7517,Why is your nose in the middle of your face ? Because it's the scenter...,"Sitting beside my girlfriend I said, ""I love you."" She said, ""Is that you or the beer talking?"" I said, ""It's me talking to the beer.""",2.65,3.05,B
3827,4070,"During my prostate exam I asked the doctor, ""where should I put my pants""? ""Over there by mine"", was not the answer I was expecting.",I'm interested in this girl who only dates Catholic guys... ... I guess you could call me a pope-less romantic,2.6,2.2,A
541,4588,"Why is Islam called the religion of peace? After you leave the religion, you rest in peace.","I know this is gonna get me cancelled, but: I like the Idina Geico commercial.",1.79,1.21,A
2628,856,How do Japanese people refer to American politicians? Parti-san,I was driving my date to her house and told her that I wasn't good with directions; she just laughed at me... So I right her left there.,2.21,1.6,A
4719,1031,judge: what do you have to say for yourself scooby-doo villain: i was legally startling trespassers on my own private property and was wrongfully arrested and imprisoned by a group of high teenagers judge: oh damn,Why didn't the mobsters car parts fit? ...they all fell off a truck.,2.0,1.45,A
4352,4711,"After marriage, most couples have a honeymoon period. Mine got hers as we got on the plane.",My wife threatened to leave me because of my obsession with optical illusions. I said: 'Wait! This isn't what you think it is!,1.79,2.16,B
197,5607,Three blondes are sitting on a park bench eating ice cream cones. One is sucking hers one is biting hers one is licking hers. Which one is married? The one with the wedding ring YOU SICK-O!,I just got body-shamed by my jeans.,1.95,2.33,B
7425,6653,A guy in a wheelchair stole my camouflage stuff I told him 'you can hide but you can't run'.,Therapist: I went to school for years and paid thousands of dollars to help people cope with their problems Therapy dog: *licks itself,2.79,2.89,B
6384,123,What do you call your creepy Jewish neighbor? Diddler on the roof.,"Cowboy:"" Give me three packs of condoms, please."" Cashier:"" Do you need a paper bag with that, sir?"" Cowboy: ""Nah...She's purty good lookin'....""",1.8,3.16,B
3018,860,How many Americans does it take to screw a lightbulb? None. Their President outsources the job to India.,What's good on a woman but not on a pizza? Crust,2.85,1.05,A
597,2559,"[Water cooler] -Looks like you had a wild weekend! How'd you get the scratches? *flash back to me bathing my cat* -Uh, this chick bro. Yeah.",goose doctor: was your son quack-cinated mom: what goose doctor: like vaccinated but with quack- mom: that's ducks goose doctor: well at least my kid doesn't have polio,1.85,1.56,A
4731,7453,Coffee and Cocaine It seems the only reason Columbia exists is to wake the rest of the world up....,me: [drops an ice cube] the tribe of ants that live under my fridge: we have been blessed with a gift from the overworld my brothers,2.2,2.74,B
2126,2184,"i don't think women should stay in the kitchen... i mean, how are they supposed to clean the rest of the house from there?",My girlfriend calls it selective hearing. I prefer to call it drama filtering.,2.05,3.26,B
7737,6503,"Child to his mum; ""Mummy, what is dark humour?"" ""Well sweetheart, you see that man over there with no arms?"" ""No Mummy, I""m blind"" ""Exactly""",What did the waiter ask the group of Jewish mothers? Is *anything* okay?!,2.35,1.6,A
858,6981,"Having recently given up drugs life is quite boring, I now need a wife of substance to abuse.",Why wasn't the vampire killed? The vampire hunter made a miss-stake.,1.5,2.3,B
4725,3707,"I asked my wife if we could do 68 tonight. She'd blow me, and I'd owe her one.",Why do midgets make bad parents? Cause they struggle to put food on the table,2.95,2.45,A
6584,5121,"What did the green grape say to the purple grape. Breathe idiot, breathe.",I found out some people don't cry in the bathroom at work. What a bunch of weirdos.,1.83,2.37,B
781,4479,What do you call a mushroom who strongly believes in radical Islamism? a fungimentalist,"I was actually there the day scientists named the Daddy Long Legs. The spider symposium went nuts. People were cheering, dancing in the aisles, tearing their lab coats off... Doubt I'll ever witness anything that invigorating again.",2.2,1.69,A
5279,5650,I've got 99 problems and bottles of beer on the wall are all of them.,"I just went to jail for my wife's crime. She's Chinese, which I guess makes me guilty by associasian.",2.1,1.95,A
2272,6573,I'm always good at figuring out who dies first in a movie but sometimes directors fuck with me by casting too many black people...,What am I? What has six tits and three teeth? The night shift at the Waffle House.,2.67,1.6,A
747,3498,I recently went on Shark Tank and did terribly because I thought it was Dancing With the Stars.,I always knock on the fridge before I open it Just in case there's a salad dressing,1.89,2.65,B
416,3321,"Webster's defines ""cliche"" as ""starting a speech with 'Webster's defines'""",I had to turn off my carbon monoxide detector. The constant beeping was giving me a headache and making me hallucinate,2.4,2.61,B
4828,1498,Telescopes probably use mirrors which means there is absolutely no way to know how many vampires there are in space.,"Today, I overslept and completely missed my 2nd nap.",2.6,2.58,A
6503,1129,What did the waiter ask the group of Jewish mothers? Is *anything* okay?!,"Yesterday I read an article about the dangers of drinking too much... It scared the hell out of me, so today I've decided never to read it again.",1.6,3.15,B
2711,2826,"Why are shoes always tied in the ghetto? Because if not, you always be trippin nigga.",What do you call a fat pirate? A vast matey.,1.9,2.2,B
3085,7280,"I saw two blind dudes fighting the other day and I yelled ""I'm rooting for the one with the knife!"" Both of them ran away.",I love autumn in California: watching the leaves change color because they're on fire.,2.55,2.33,A
2119,7367,Why did the lady with multiple personality disorder share her food with a friend? Because Sharon is Karen.,What do you get when you cross a Jew? Christianity.,2.1,1.89,A
5112,3370,"Yo mama so fat, when she went to Hogwarts for the first time, the sorting hat said ""Awwwwww hell 'naw!!""",I made a website for orphans. Unfortunately it doesn't have a home page.,1.35,2.75,B
5355,2630,"After I changed sex, my daughter has been ignoring me.. It seems like I'm transparent",Let's name this product after something virtually no one will use it for. -the inventors of duct tape,2.28,1.94,A
1388,2995,Got insomnia? My trick for falling asleep is to let my wife pick the movie and I'm out in less than 5 mins.,As I looked into her eyes I felt my knees go weak and my stomach turned to butterflies. That's when I realized I'd drugged the wrong glass.,2.5,2.65,B
3870,2119,"If ""berrylicious"" isn't a real word then why do you know what it means?",Why did the lady with multiple personality disorder share her food with a friend? Because Sharon is Karen.,2.07,2.1,B
7744,5802,"Africans have the best drinking games. Like, the last one to find the water dies",ghost me: baaaaaa guy: are you saying baa instead of boo ghost me: look i just died yesterday ok please don't stress me out,1.6,1.5,A
3827,3879,"During my prostate exam I asked the doctor, ""where should I put my pants""? ""Over there by mine"", was not the answer I was expecting.",Why do all online recipes have endless pages of the chef’s whole life story about the recipe and then on the 12th page is the actual recipe? I just want the recipe! I don’t need the Modern Love essay on how you came up with it!,2.6,1.73,A
3238,4261,Cop: You get one phone call Me: Can I have a text instead? None of my friends answer unknown numbers,I wonder whether transparent coffins will ever catch on Remains to be seen,2.65,3.5,B
5703,2071,"interviewer: everything looks great, got any questions for me? my brain: don't you say a word- me: would you fuck mr clean",A guy asks his girlfriend make him feel awesome and sad at the same time Girlfriend: Out of all your friends you have the biggest penis,2.5,3.15,B
4328,2840,"Want to drive women wild with your tongue? Simple... All you have to say is ""Have you put weight on?""","That's it, I'm done with the gym. I look exactly the same as I did when I started working out. Biggest waste of 5 mins ever.",1.8,2.67,B
5267,5167,Unvaccinated children are less likely to be autistic because they are more likely to be dead,A German bakers was robbed... Apparently everything was stollen.,2.46,2.61,B
7303,4109,What has 4 wheels and flies? A garbage truck.,What happened when the Jew with a boner walked into a wall? He broke his nose.,2.1,2.0,A
4308,7245,I'm going to open a French-Vietnamese restaurant serving fake noodles.... I'll call it Faux Pho.,Racism is a subjective matter there are no black and white solutions,2.35,2.18,A
7094,5200,"A pirate's wife asks him what body part he'd be most okay with losing The pirate thinks and replies, ""my spine!"" ""Why?"" says his wife, a little surprised ""Because it's holding me back!""",What's the difference between a pizza and a black man? The pizza can feed a family of 4.,3.15,1.9,A
2936,5200,What is a terrorist his favourite car? A Citroen C4 h,What's the difference between a pizza and a black man? The pizza can feed a family of 4.,0.65,1.9,B
4328,2264,"Want to drive women wild with your tongue? Simple... All you have to say is ""Have you put weight on?""",What's a magician's favorite Mexican dish? TosTADA!,1.8,2.11,B
1838,6289,My wife thinks I don't give her enough privacy. At least that's what she said in her diary.,What do you call a doctor who is half man and half horse? A centaur for disease control.,3.4,2.55,A
7539,620,"Scientists have recreated the face of a teenage girl from 9,000 years ago. Careful analysis shows she died of embarrassment over something her mom did.",You know it's time to move on when she develops an immunity to Rohypnol.,2.32,1.42,A
1910,2169,"I never thought I'd say ""I love you"" to another man, but it just kinda came out when the guy at the drive through window handed me my food.",Potato chips bragging about having less fat - I don't think you understand people who eat you.,2.74,2.37,A
3868,2119,Why do elephants drink? To forget.,Why did the lady with multiple personality disorder share her food with a friend? Because Sharon is Karen.,2.7,2.1,A
5692,1675,I tell everyone I'm a minimalist because it sounds cooler than telling them I'm poor.,Fortune Nookie. Classic,3.1,0.67,A
2725,1593,My deaf girlfriend just told me to fuck off. That's not a good sign.,What does a catholic eat at the movies? Pope-Corn,3.11,1.9,A
153,7711,"An English man asked an American how he liked his tea The American replied, ""in the harbor.""","Saw a homeless guy in a doorway and I asked, ""Would you like an air mattress to sleep on buddy?"" He replied, ""Oh yeah, thanks man!"" I chuckled, ""Here, you can have this old air guitar too.""",2.58,2.33,A
1430,58,No more Unsolved Mysteries before bed.,"Ten years after my death, my best friend finally opens the package I left him in my will. He's confused by the empty box. He wonders if there's been a mistake. Then, he smells the fart. Laughing, my ghost can now rest in peace.",1.7,2.5,B
4490,4355,"SLASH: My band is called Guns SLASH'S MOM: No SLASH: ..and roses. You didn't let me finish. Guns and Roses SLASH'S MOM: That's better, Saul",How does Amazon Mexico pay its employees? In Jeff Pesos.,1.29,1.6,B
4225,3085,I thought landlady was the opposite of mermaid?,"I saw two blind dudes fighting the other day and I yelled ""I'm rooting for the one with the knife!"" Both of them ran away.",2.35,2.55,B
2480,6342,"I'm not angry enough at you to type in all caps, but you did make me upset me so I'll use two exclamation points at the end of my sentence!!","What did the Jewish pirate say when he heard his wife died? Argh, shiva me timbers",1.75,1.63,A
3969,4419,Sad Craigslist ad: 'Seeking a second and third for a 3-way.',"Today the Government's Furlough scheme has kicked in and now I am only receiving 80% of what I should be paid. Finally, I know what it feels like to be a woman.",2.47,1.63,A
3945,7453,"How are a grenade and a girlfriend similar? If they're good ones, they'll both blow really well.",me: [drops an ice cube] the tribe of ants that live under my fridge: we have been blessed with a gift from the overworld my brothers,2.1,2.74,B
548,1430,"What do you say when your lesbian daughter brings home her girlfriend? ""Are you going to be staying for dinner or eating out?""",No more Unsolved Mysteries before bed.,2.15,1.7,A
5691,1339,I don't have a Fitbit. But I have a couple of fat bits.,Yo mama so fat.. I took a picture of her last Christmas and it's still printing.,2.58,2.2,A
5319,1466,"I've never participated in a ""fun run"" but I did sprint across the house when the pizza delivery guy arrived, and that was pretty enjoyable.",What do you call a Chinese conga line? A Chu Chu train,2.58,1.85,A
2768,5112,"If you say the word 'lozenge' 50 times out loud, it starts sounding really weird. Also, your family leaves the dining table.","Yo mama so fat, when she went to Hogwarts for the first time, the sorting hat said ""Awwwwww hell 'naw!!""",2.17,1.35,A
2930,603,Why do we hate making up gay jokes? Because it's always a pain in the ass,My friend asked me how I got so good at guitar. I told him I'm use to fingering minors.,2.37,2.22,A
1152,4230,"Mechanic: you need a new carburetor Me: you can call it a buretor, I know lots about cars, I'm like you","My boss came to me at lunch: ""Where the hell have you been? I've been trying to find you all morning!"" I shrugged and said: ""Good employees are hard to find.""",1.84,2.65,B
7947,7911,How do deaf people tell each other secrets ? They wear mittens.,Why is every gender equality officer female? Is it because it's cheaper?,2.25,2.06,A
1567,2266,"Why do white people rely on asians so much? Because without them, they'd just be cauc.",[scale says I've gained 5 pounds] Me: It's probably just what I'm wearing. Wife: You're naked. Me: Wife: Me: It's a heavy deodorant.,2.05,2.45,B
3969,7402,Sad Craigslist ad: 'Seeking a second and third for a 3-way.',I love visiting NYC because it's the only time I can enjoy the smell of hot pretzels without worrying that it's an aneurysm.,2.47,1.79,A
320,1233,What does a dildo and a selfie stick have in common? They both have a cunt at the other end,How do you know a homeless woman is menstruating? If she's only wearing one sock.,2.3,1.9,A
5049,7916,"Sure, white people can't say the ""n word"" But at least we can say phases like ""thanks for the warning officer"" and ""hey dad.""",Why do gay men always have candles near their asses? So the gerbils can find their way out.,2.25,1.15,A
5421,4510,Why is the military so strict about their uniforms? To minimize casual tees,"I had a blind date once, her name was ..::..::.:::::...:::::",2.05,2.45,B
7158,18,"My boss touched me inappropriately at work today. Its okay though, i'm self-employed","You can make any sentence creepier by adding ""consenting"" to it. ""Just two consenting adults, riding a tandem kayak.""",2.9,1.78,A
5733,6776,why did Sally fall off of the swings? because she had no arms knock knock who's there?? not sally,"As a kid, I was less concerned about Goldilock's safety than I was about Mama and Papa bear not sleeping in the same bed anymore.",1.72,2.35,B
6971,3795,"Do you have to be from Vietnam to open up a restaurant called ""Viet Noms?"" I'm asking for a friend","Sometimes I hide my girlfriend's inhaler so the neighbors think I'm a stud when they hear her panting, ""Give it to me!""",1.53,2.75,B
2169,5070,Potato chips bragging about having less fat - I don't think you understand people who eat you.,"ME: I'm such an idiot. ME, 3 DRINKS IN AND FEELING WISE: A broken clock is right twice a day, but a working clock set improperly is wrong all the time. Wow. Yes. Write that down. That's a tattoo.",2.37,1.75,A
7722,2785,Why do bees have sticky hair? They use honeycombs.,"""I'm collecting for the flood victims in India"" said the woman stood at my front door. So I gave her my inflatable crocodile.",2.7,1.58,A
2713,3412,"My Jewish friend always had such a positive outlook on life, even as he suffered from such horrible constipation. As he'd always say, ... This two shall pass.",My wife can't find her hair clips but she remembers what I said 6 months ago on Tuesday the 24th at 5:30pm. FFS.,2.2,2.95,B
6933,6661,"A Doctor, Nun, Priest, Englishman, Irishman and Scotsman all walk into a bar. The barman takes one look and says: 'What is this, a joke?'","To give you an idea of just how unattractive I was as a child, when I stayed at Michael Jackson's Neverland, I had my own room.",2.85,2.55,A
233,7425,Golfer A: I got a set of golf clubs for my wife. Golfer B: Good trade!,A guy in a wheelchair stole my camouflage stuff I told him 'you can hide but you can't run'.,2.74,2.79,B
6919,3481,What do you call a marine who can't swim? A submarine. corny,What's black and white and black and white and black and white and black and white? A Penguin rolling down a hill What's black and white and laughing? The penguin who pushed him,1.9,2.9,B
3802,6552,"Two gay guys are hanging out, and one says to the other, ""Hey, let's play hide and go seek! Loser gets fucked in the ass... I'll be behind the couch.""",What do you call a vehicle with no fuel in Africa? Outtagascar corny,2.0,1.75,A
3577,18,What do black people get after death? Nigger mortis,"You can make any sentence creepier by adding ""consenting"" to it. ""Just two consenting adults, riding a tandem kayak.""",1.58,1.78,B
3340,2084,Men with beards 50 years ago: 'I'm going to the woods to chop down some trees.' Men with beards today: 'I'm going to the shops there's a new face mask that's gluten-free.' *We're all doomed*,"If your name is Pi, and your mom is standing at the top of the stairs yelling '3.141592653589793238462643383279502884197169399375105820974944592307816406286‚ you're about to get in some trouble.",2.83,2.4,A
3172,6697,"*Signing the Fed-Ex guy's form* That's a lot of kitty litter, sir It's just litter Pardon? It's not kitty litter if a cat doesn't use it",A man has been shot with a starting pistol. The police are pretty sure it's race related.,1.35,2.44,B
4035,4143,That magic feeling on Christmas morning after all gifts are opened and your family room looks like an episode of Hoarders.,Me: I bet I'd make a great superhero Also Me: (sees a family with car trouble parked on the side of the road) I'm sure someone else will help them,2.39,2.71,B
817,4933,did you know that the earth used to be 100% water? that was until yo momma got thirsty.,"What did the Egyptian boy say to the Egyptian girl? ""Come behind the pyramid, I'll make you a mummy""",1.9,2.5,B
1292,5149,i even said 'it's not my birthday' and these aunties still out here like 'happy birthday ma!',What do you call a zombie's boner? A reserection.,1.75,2.7,B
6935,6442,I don't think Muslims go far enough in killing people who draw images of the prophet Mohammed. I think they should kill people who are named after him as well.,"My boss is going to fire the employee with the worst posture. I have a hunch, it might be me.",1.7,3.1,B
1252,6112,"Doctor: Relax, David. It's just a small surgery, don't panic. Me: But my name isn't David. Doctor: I know. I'm David.","In an effort 2 squash some posers, my daughter is helping me start an Instagram profile. Chk it out. Hint: it's just my name",3.2,1.17,A
5121,4731,I found out some people don't cry in the bathroom at work. What a bunch of weirdos.,Coffee and Cocaine It seems the only reason Columbia exists is to wake the rest of the world up....,2.37,2.2,A
2756,7046,"My doctor says I should eat more red meat and drink more alcohol. BTW, I consider all waiters doctors.","What did the sheep say to the sheepdog faking deafness? ""You herd me!""",2.35,1.95,A
7877,8,her: we should break up me: why her: because you're too laid back about everything me: oh ok cool,ME: I'm such an original. Truly one of a kind. ALSO ME: [holding a glass of white wine] I love to laugh.,2.5,1.79,A
4970,5042,"I just found the worst page in the entire dictionary. What I saw was disgraceful, disgusting, dishonest, and disingenuous.","Children get all their energy by leaching it directly from their parents. The more energetic the child, the more exhausted the parent. Look it up, it's science.",2.41,2.26,A
6100,3412,"Call a woman beautiful a hundred times... Call a woman beautiful hundred times, and she won't remember. But call her fat just *one* time, and she'll never forget. Because elephants never forget.",My wife can't find her hair clips but she remembers what I said 6 months ago on Tuesday the 24th at 5:30pm. FFS.,2.44,2.95,B
6427,5652,"A fire broke out at a Weight Watchers meeting last night. Members could be heard screaming, ""Walk for your lives!""",Why are black people so tall? Because they're knee grows,1.95,1.84,A
5315,2184,What do you call a lesbian dinosaur?  A lick-a-lot-a-puss.,My girlfriend calls it selective hearing. I prefer to call it drama filtering.,2.45,3.26,B
1911,7775,"Asian friends, what’s the best brand of frozen pot stickers! If you find this racially reductive I have no problem recommending good frozen samosas!",I hate people who are superficial... especially the ones who are weird looking.,1.73,1.4,A
4712,4061,I'm tired of people telling me to turn off my lights to save the environment. I did it once and killed a cyclist.,[Deathbed Confession] I wish I'd listened to my girlfriend more often. Especially as I crossed the road after she yelled BUS.,2.21,2.4,B
2230,6781,Bathtub is just a reverse canoe.,The best part about being a vampire would be not being able to see yourself in the mirror when you're naked,2.3,2.4,B
3348,6921,Did you hear about the gay midget? He came out of the cabinet.,"Whenever our newborn baby has been crying for hours in the middle of the night, and my wife and I feel like we can't go on, we just look at the 307 likes the baby announcement post got on Facebook and it makes it all worth it.",2.25,2.06,A
1991,5615,"If you don't practice what you preach, that doesn't make you a hypocrite, as long as what you preach is hypocrisy.",If I don't perfect human cloning... I won't be able to live with myself.,2.06,2.37,B
7911,7784,Why is every gender equality officer female? Is it because it's cheaper?,What do you call one white guy surrounded by 10 black guys? Coach. What do you call one white guy surrounded by 100 black guys? Warden.,2.06,2.6,B
1157,2974,Lifehack: Protect yourself from identity theft by being a loser with bad credit and no money,Fun fact: Nudity is typically blurred out on TV because no one can get their genitals to sign a release form.,3.28,2.35,A
7104,3818,"I had a difficult, emotional talk with my 9-year-old son this morning. There was a lot of crying and ""nobody wants me on their team"" and ""I haven't got any friends"". Anyway, he was very nice about it and gave me some good tips for being more sociable.","Lady Doritos are a lot quieter, especially after you piss them off... then they really give you the silent treatment.",2.83,1.2,A
3502,2722,Imagine how crazy cow sex must be... they're wearing leather all the time.,How did Rihanna find out Chris Brown was cheating on her? She found another woman's lipstick on his knuckles.,2.6,2.4,A
7338,1068,Why are muslim charities the worst to donate to? Because they are for prophet.,What is the Terminators Muslim name? Al Bi Baq,1.68,2.75,B
2653,525,"""someday this will all be yours"" I say to my dogs, waving my arms wildly across a half empty plate of mexican food","Good thing girls started uploading pictures next to a pool with the caption ""Summer is finally here!"" or we wouldn't have  known it's summer.",2.26,2.53,B
6557,4919,One of the ants on my ant farm dresses up as a clown to cheer up his friends. He's an anti-depress ant.,"I was seeing this girl for about six weeks, until someone took my binoculars.",3.1,2.75,A
4089,5685,"Asians are actually turning into good drivers. So if you're a good driver, watch out for Asians turning.","Talking about politics on the internet is great for those times where I don't feel like playing online video games, but still want a complete stranger to insult me while I'm trying to relax at home.",2.0,2.67,B
325,7539,Serious question: when did the Dark Web and the normal one switch places?,"Scientists have recreated the face of a teenage girl from 9,000 years ago. Careful analysis shows she died of embarrassment over something her mom did.",1.76,2.32,B
2936,3085,What is a terrorist his favourite car? A Citroen C4 h,"I saw two blind dudes fighting the other day and I yelled ""I'm rooting for the one with the knife!"" Both of them ran away.",0.65,2.55,B
408,3557,all gay people open this ㅤㅤ god is a woman,How do you fit 4 gays on one barstool? Flip it over!,0.27,2.0,B
6559,2768,"My friends laughed at me when I told them I had a hot date and they said she was imaginary. Well the jokes on them , they're imaginary too.","If you say the word 'lozenge' 50 times out loud, it starts sounding really weird. Also, your family leaves the dining table.",2.95,2.17,A
1399,6051,*writes inspirational post about not letting the behaviour of others determine your happiness *gets upset when no one retweets it,What if a butterfly got a tramp stamp of a trashy white girl?,2.56,2.39,A
7465,1760,How can you spot a Jewish Ethiopian? He's got a Rolex around his waist.,"So far, Humpty Dumpty is having a terrible winter... Which sucks because he had a great fall",1.26,3.3,B
5631,2400,Why do some couples not go to the gym? Some relationships don't work out,Best part of the body is probably the big bone orb sticking out of your ankle that is magnetically attracted to anything heavy you drop. Excellent design. Really lets you know you're alive.,2.5,2.79,B
2907,5393,"What does your mom and my fantasy football team have in common? As soon as I put money on them, they suck.",I was an alcoholic for seven years. Today marks my eighth. ROFL,2.9,2.15,A
4538,324,"""Daddy, there's a monster in the kitchen!"" my daughter screamed. I can't believe she's gone this long before seeing her mum without makeup!!",I got my wife something special for our Anniversary. She looked after my Downs Syndrome cousin while I went to the pub with my mates.,2.55,1.89,A
5648,7269,"I bumped into my ex in town today. I asked her how her new boyfriend was. ""He's twice the man you'll ever be!"" she said with a smug look on her face. ""How's your new girlfriend?"" ""Luckily, she's half the woman you'll ever be, you fat cunt!""","The main reason I've never joined a religious cult is I'm not a fan of Kool-aid, other than that I totally would.",1.89,2.53,B
5638,7187,How are eating a girl out and working for the CIA similar? One slip of the tongue and you're in deep shit. ,I'm a Mexican with a black belt Call me Juan Punch,2.8,1.75,A
7817,3606,"A man calls 911 nervously: ""My friend and I were walking through the woods when he just collapsed. I think he died."" ""Ok, calm down. First, make sure he's dead."" The operator replies. There's a silence on the phone. Then, there's a gunshot. The man then says, ""OK, now what?""","Martha Stewart: you can't go wrong with festive centerpieces Me: you said you'd be chill if we let you smoke with us, Martha",2.8,1.63,A
6604,1645,"For those of you who are unsure about gay marriage, it's like normal marriage but with blowjobs, handjobs, anal and zero arguments about who left the toilet seat up.",happy monday all. Hope you all had a wonderful weekend...and that today is filled with dry mouth and regret because of it.,2.35,2.06,A
7390,4695,Having an authentic Thanksgiving celebration this year. I'm giving my family smallpox.,A man was hospitalized with 6 plastic horses up his butt. Doctors have described his condition as stable.,2.6,2.75,B
2544,4901,What do you call a woman who is paralyzed from the waist down? Wife.,I hate how your family stops giving you money for your birthday as you get older. I need it more now than when I was 7 Auntie Barbara. I'm starving.,1.84,3.1,B
8,3288,ME: I'm such an original. Truly one of a kind. ALSO ME: [holding a glass of white wine] I love to laugh.,"I keep my head held high because I know there's a beautiful deaf, mute & blind woman out there that's going to find me irresistible one day.",1.79,2.78,B
6466,3783,"A Mexican magician tells the audience he will disappear on the count of three. He says: 'Uno, dos...' Poof.... He disappeared without a 'tres.'",What is a Muslims favorite type of vinegar? BalIslamic,2.55,1.42,A
5036,2476,What's the difference between MLK day and St Patrick's day? Nobody minds being Irish for one day!!!!,"My Girlfriend Told Me I Need To Get In Shape..... I told her ""I am in shape! Round is a shape!""",1.58,2.35,B
3228,7911,"I asked a Chinese girl for her number. She said, ""Sex! Sex! Sex! Free Sex tonight!"" I said, ""Wow!"" Her friend said, ""She means 666-3629.""",Why is every gender equality officer female? Is it because it's cheaper?,2.3,2.06,A
817,6559,did you know that the earth used to be 100% water? that was until yo momma got thirsty.,"My friends laughed at me when I told them I had a hot date and they said she was imaginary. Well the jokes on them , they're imaginary too.",1.9,2.95,B
1584,603,What do you call when a female physicist decides to try dating women for a change? The double slit experiment.,My friend asked me how I got so good at guitar. I told him I'm use to fingering minors.,1.9,2.22,B
1534,2203,I want to live in a society where it's ethically and morally acceptable to eat dessert after breakfast.,"Honey, I made the news! Apparently that old lady I fought at the library wasn't a ghost",2.31,2.45,B
3412,5062,My wife can't find her hair clips but she remembers what I said 6 months ago on Tuesday the 24th at 5:30pm. FFS.,What's brown and runny? Usain Bolt.,2.95,2.05,A
6272,7453,"Cop: ""Can you describe the person who robbed you?"" Me: ""He had on a black shirt and hat with a green apron and charged me $6 for coffee""",me: [drops an ice cube] the tribe of ants that live under my fridge: we have been blessed with a gift from the overworld my brothers,2.6,2.74,B
2960,7966,Did you hear about the limo driver who was in business for 25 years without a single customer? All that time and nothing to chauffeur it.,What starts with a 't' ends with a 't' and is full of 't' ? A teapot.,2.7,2.5,A
4538,3840,"""Daddy, there's a monster in the kitchen!"" my daughter screamed. I can't believe she's gone this long before seeing her mum without makeup!!",A deaf person with one arm technically has a speech impediment,2.55,2.17,A
6052,5220,Listen here you snot nosed punk! Better respect my fake badge.,Why would anyone ever think gay people tear apart the fabric of society? They love fabric.,1.5,2.55,B
7226,7035,Where did Noah keep his bees? In the ark hives corny,"When I eat raisins, I feel like I'm chomping up some grape's grandmother.",1.7,2.3,B
