chosen,rejected,source
"A man joins a big corporate empire as a trainee. On his very first day of work, he dials the pantry and shouts into the phone: """"Get me a coffee, quickly!"""" The voice from the other side responds, """"You fool, you've dialed the wrong extension! Do you know who you're talking to, dumbo?"""" """"No,"""" replied the trainee.""""It's the CEO of the company, you fool!"""" The trainee shouts back, """"And do YOU know who YOU are talking to, you fool?!"""" """"No."""" replied the CEO indignantly. """"Good!"""" replied the trainee, and puts down the phone.","A guy had been feeling down for so long that he finally decided to seek the aid of a psychiatrist. He went there, lay on the couch, spilled his guts then waited for the profound wisdom of the psychiatrist to make him feel better.The psychiatrist asked me a few questions, took some notes then sat thinking in silence for a few minutes with a puzzled look on his face. He looked up with an expression of delight and said, """"I think your problem is low self-esteem. It is very common among losers.",jester
My 1-year-old refused to wear her shoes and carried them around instead. She can barely walk and she's already the drunk girl at the party.,"FUN FACT for you movie buffs, the original title for Star Wars: A New Hope was Space Squabble: A Fresh Dollop of Good Vibes.",haha
"""I left your tuxedo in your closet, Mr. Phoenix"" ""My what closet?"" *butler sighs, completely tired of living* ""Your Joaquin closet, sir""","Husband: ""Oh the weather is lovely today. Shall we go out for a quick jog?"" Wife: ""Hahaha, I love the way you pronounce Shall we go out and have a cake'!""",haha
Protip: Get out of giving your wife a back rub by telling her you were touching a dead bird outside,"Astronaut 1: hey I can't find any milk for my coffee Astronaut 2: In space, no one can. Here, use cream.",haha
"[ phone call ] Wife: You want the white 7"" or the black 9"". Me: The black 9"". ..and if she wasn't tablet shopping this would be awkward.",I really love the way the earth rotates... It makes my day. rofl,haha
"There once was a man and a woman that both  got in  a terrible car wreck. Both of their vehicles   were completely destroyed, buy fortunately, no one  was   hurt.  In thankfulness, the woman said to the  man, 'We are both okay, so we should celebrate. I have   a  bottle of wine in my car, let's open it.'          So the woman got the bottleout of the car, and  handed it to the man. The man took a really big drink,  and handed the woman the bottle. The  woman  closed the bottle and put it down. The man  asked,   'Aren't you going to take a drink?'   The woman cleverly replied,  'No, I think I'll  just  wait for the cops to get here.'",What is the rallying cry of the International Dyslexic Pride movement? Dyslexics Untie!,jester
Do deaf girls masturbate with one hand so they can moan with the other?,Why should you bury indians 10 feet deep? Because deep down they're good people,haha
What is the difference between a hippo and a Zippo? One is heavy and the other is a little lighter.,"My Dad: I agree with Occam, the simplest explanation is usually the correct one Also My Dad: Apple changed my password again",haha
My wife and I laugh at how competitive we are. But I laugh more.,"MY DAD: You'll take care of me when I get older, right? ME: [Thinking about when I was little and he used to scrub the shampoo into my hair too hard] We'll see.",haha
"This guys wife asks, """"Honey if I died would you remarry?"""" and he replies, """"Well, after a considerable period of grieving, we all need companionship, I guess I would.""""  She then asks, """"If I died and you remarried, would she live in this house?"""" and he replies, """"We've spent a lot of time and money getting this house just the way we want it. I'm not going to get rid of my house, I guess she would.""""  """"If I died and you remarried, and she lived in this house, would she sleep in our bed?"""" and he says, """"That bed is brand new, we just paid two thousand dollars for it, it's going to last a long time, I guess she would.""""  So she asks, """"If I died and you remarried, and she lived in this house, and slept in our bed, would she use my golf clubs?""""  """"Oh no, she's left handed.","Q: Ever wonder why the IRS calls it Form 1040?  A: Because for every $50 that you earn, you get 10 and they get 40.",jester
"A guy walks into a bar, orders a beer and says to the bartender, """"Hey, I got this great Polish Joke...""""   The barkeep glares at him and says in a warning tone of voice: """"Before you go telling that joke you better know that I'm Polish, both bouncers are Polish and so are most of my customers""""  """"Okay"""" says the customer,""""I'll tell it very slowly.","A woman has twins, and gives them up for adoption.  One of them goes to a family in Egypt and is named """"Amal.""""  The other goes to a  family in Spain; they name him """"Juan.""""  Years later, Juan sends a picture of himself to his mom.  Upon receiving the picture, she tells her husband that she wishes she also had a picture of Amal.   Her husband responds, """"But they are twins-if you've seen Juan, you've seen   Amal.",jester
"Age and Womanhood  1. Between the ages of 13 and 18 ...     She is like Africa, virgin and unexplored.  2. Between the ages of 19 and 35 ...     She is like Asia, hot and exotic.  3. Between the ages of 36 and 45 ...     She is like America, fully explored, breathtakingly beautiful,and free with her resources.  4. Between the ages of 46 and 56 ...     She is like Europe, exhausted but still has points of interest.  5. After 56 she is like Australia ...     Everybody knows it's down there, but who gives a damn?","Once upon a time, two brooms fell in love and decided to get married. Before the ceremony, the bride broom informed the groom broom that  she was expecting a little whiskbroom. The groom broom was aghast!  """"How is this possible?"""" he asked. """"We've never swept together!",jester
"What a woman says:  """"This place is a mess!  C'mon, You and I need to clean up, Your stuff is lying on the floor and you'll have no clothes to wear, if we don't do laundry right now!""""  What a man hears:  blah, blah, blah, blah, C'mon blah, blah, blah, blah, you and I blah, blah, blah, blah, on the floor blah, blah, blah, blah, no clothes blah, blah, blah, blah, RIGHT NOW!","When most people claim to be """"killing time"""", it's only an expression. When Chuck Norris kills time, the minutes actually cease to exist.",jester
"A blonde, brunette, and a red head are all lined up to be shot to death by a firing squad. The brunette shouts, """"Tornado!"""" and the riflemen turn around to see the tornado. It isn't there, and the brunette uses that time to escape. The red head yells, """"Lightning!"""" and the riflemen again turn to see the disaster, yet there is no disaster and the red head escapes. The blonde yells, """"Fire!"""" The riflemen do.",Why are there so many Jones's in the phone book? Because they all have phones.,jester
What do you call it when Batman skips church? Christian Bale,I went to my doctor because I couldn't stop giving my girlfriend oral. He says I have Minge Eating Disorder.,haha
Why are fat babies born earlier? They are running out of womb.,"Astronaut 1: hey I can't find any milk for my coffee Astronaut 2: In space, no one can. Here, use cream.",haha
What is the difference between men and women:   A woman wants one man to satisfy her every need. A man wants every woman to satisfy his one need.,"How many teddybears does it take to change a lightbulb?  It takes only one teddybear, but it takes a whole lot of lightbulbs.",jester
In the 2 decades I've been using USB connectors I don't think I have EVER put one in properly without having to flip it over. Not. One. Time.,"Whenever I hear applause in a song, instead of people clapping, I like to imagine it's the artist cooking bacon.",haha
I was helping my dad with construction he told me to get the hammer but I accidentally gave him the drill. He said I could have nailed it but I screwed up.,*Being dragged from the halls of power again* GRAVES SHOULD BE VERTICAL IT WOULD SAVE SO MUCH SPACE JUST LET ME SHOW YOU,haha
"Age and Womanhood  1. Between the ages of 13 and 18 ...     She is like Africa, virgin and unexplored.  2. Between the ages of 19 and 35 ...     She is like Asia, hot and exotic.  3. Between the ages of 36 and 45 ...     She is like America, fully explored, breathtakingly beautiful,and free with her resources.  4. Between the ages of 46 and 56 ...     She is like Europe, exhausted but still has points of interest.  5. After 56 she is like Australia ...     Everybody knows it's down there, but who gives a damn?","Q: How many stalkers does it take to change a light bulb?  A: Two. One to replace the bulb, and the other to watch it day and night.",jester
"Thieves had broken into my house and stolen everything except my soap, shower gel, towels and deodorant. Those dirty bastards.","What's brown, black and blue and lays at the bottom of a ditch? A brunette that's told one too many blonde jokes.",haha
Three conspiracy theorists walk into a bar. You can't tell me that's just a coincidence!,"What did the Texas sheriff say about the black guy who was shot 15 times? ""Worse case of suicide I ever saw.""",haha
"One Sunday morning William burst into the living room and said, """"Dad! Mom! I have some great news for you! I am getting married to the most beautiful girl in town. She lives a block away and her name is Susan."""" After dinner, William's dad took him aside. """"Son, I have to talk with you. Your mother and I have been married 30 years.. She's a wonderful wife but she has never offered much excitement in the bedroom, so I used to fool around with women a lot. Susan is actually your half-sister, and I'm afraid you can't marry her."""" William was heart-broken. After eight months he eventually started dating girls again. A year later he came home and very proudly announced, """"Dianne said yes! We're getting married in June."""" Again his father insisted on another private conversation and broke the sad news. """"Dianne is your half-sister too, William. I'm awfully sorry about this."""" William was furious! He finally decided to go to his mother with the news. """"Dad has done so much harm.. I guess I'm never going to get married,""""  he complained. """"Every time I fall in love, Dad tells me the girl is my half-sister."""" His mother just shook her head. """"Don't pay any attention to what he says, dear. He's not really your father.",What do you get when you run over a parakeet with a lawnmower?  Shredded tweet.,jester
"Wife: can you change the baby Me: oh thank god. I'm so glad you said that. Yes, yes I will Wife: I don't mean swap it for a new one Me: ...",What do you call a cold Jewish person? Iceberg.,haha
"As we were driving down the road, ""Sweet Caroline"" came on the radio. I said to my son, ""Little known fact, Neil Diamond used to be called Neil Coal."" 'Until the pressure got to him.'","I'd rather be a samurai than a ninja. You can be a badass samurai well into your 50s, but your career as a ninja is over the minute you hit your mid 30s and your bones start cracking when you walk",haha
"My ex-girlfriend just told me she wants us to get back together again. MAN! I sure am LUCKY! I mean, first I win the lottery and now THIS!",What do you call a lesbian that turned straight A hasbien,haha
"What a woman says:  """"This place is a mess!  C'mon, You and I need to clean up, Your stuff is lying on the floor and you'll have no clothes to wear, if we don't do laundry right now!""""  What a man hears:  blah, blah, blah, blah, C'mon blah, blah, blah, blah, you and I blah, blah, blah, blah, on the floor blah, blah, blah, blah, no clothes blah, blah, blah, blah, RIGHT NOW!","A dog walks into Western Union and asks the clerk to send a telegram. He fills out a form on which he writes down the telegram he wishes to send: """"Bow wow wow, Bow wow wow.""""  The clerk says, """"You can add another 'Bow wow' for the same price.""""  The dog responded, """"Now wouldn't that sound a little silly?",jester
The Invisible Man and The Invisible Woman got married. Their kids aren't anything to look at.,All this hot weather makes me think I should get my fan from the basement. And if she's still not my fan she's going straight back down there.,haha
"My girlfriend said to me, ""I'm seeing another man."" I said, ""Well, try rubbing your eyes or something.""",Your mama so fat.. Her curve set everyone's grade to A+,haha
My 6 yr old just asked if I'm a happy wife.. her cover is blown I think she might be working for the other side,"Paddy wanted to buy a Labrador.. Mick said ""Fuck that, have you seen how many of their owners go blind!""",haha
"What a woman says:  """"This place is a mess!  C'mon, You and I need to clean up, Your stuff is lying on the floor and you'll have no clothes to wear, if we don't do laundry right now!""""  What a man hears:  blah, blah, blah, blah, C'mon blah, blah, blah, blah, you and I blah, blah, blah, blah, on the floor blah, blah, blah, blah, no clothes blah, blah, blah, blah, RIGHT NOW!","Q: Ever wonder why the IRS calls it Form 1040?  A: Because for every $50 that you earn, you get 10 and they get 40.",jester
"A lumberjack went in to a magic forest to cut a tree. When he got there, he started to swing at a tree when it suddenly shouted, ""Wait! I'm a talking tree!"" The lumberjack laughed and said, ""And you will dialogue.""",What's the difference between a feminist and a suicide vest? A suicide vest will blow you.,haha
What do you call a rich Chinese person ? cha ching,I'm watching the umbrella academy on Netflix and all of a sudden there's an earthquake!? It was totally Vanya. That bitch!,haha
"Somebody actually complimented me on my driving today. They left a note on the windshield. It said, ""Parking fine"", so that was nice.",What did the Mexican family get for Christmas? Deported,haha
"A Panda bear walks into a bar.  Sits down at a table and orders a beer  and a double cheeseburger.  After he is finished eating, he pulls out a gun and rips the place with gunfire.  Patrons scatter and dive under chairs and tables as the bear runs out the door.  After ensuring that no one is hurt,  the bartender races out the door, and calls after the bear """"What the hell did you do that for?""""  The bear calls back, """"I'm a Panda bear.  Look it up in the dictionary.""""    The bartender returns, pulls out his dictionary.  panda : \Pan""""da\, n. (Zo[""""o]l.) A small Asiatic mammal (Ailurus fulgens) having fine soft fur. It is related to the bears, and inhabits the mountains of Northern India. Eats shoots and leaves.",What is the rallying cry of the International Dyslexic Pride movement? Dyslexics Untie!,jester
"Remember, as a child, when air for your bike was free? Now it's $1.50! I asked the gas station attendant why. He said ""inflation""",What do the Unabomber and a girl from Alabama have in common? They were both fingered by their brother.,haha
"In an interview with David Letterman, Carter passed along an anecdote of a translation problem in Japan. Carter was speaking at a business lunch in Tokyo, where he decided to open his speech with a brief joke. He told the joke, then waited for the translator to announce the Japanese version. Even though the story was quite short, Carter was surprised by how quickly the interpreter was able to re-tell it. Even more impressive was the reaction from the crowd. Carter thought the story was cute, but not outright hilarious, yet the crowd broke right up. Carter was very flattered. After the speech, Carter wanted to meet the translator to ask him how he told the joke. Perhaps there is better way to tell the joke? When Carter asked how the joke had been told in Japanese, the translator responded, """"I told them, 'President Carter has told a very funny joke. Please laugh now.'","When most people claim to be """"killing time"""", it's only an expression. When Chuck Norris kills time, the minutes actually cease to exist.",jester
"me: y'know when someone else is in the stall next to you and you have a stand off where you both refuse to poop first, i feel like that's what betty white and the queen are doing but about dying my dentist: i said stop talking",How can you tell if a groom is Polish? He would be the one with the clean bowling shirt.,haha
"I was playing chess with my friend and he said, ""Let's make things interesting."" So we stopped playing chess.",Imagine working for millions of years on something as awesome as a planet full of dinosaurs and then one day some random asteroid wipes it all out. I really don't blame evolution for half-assing it with us.,haha
"President Clinton looks up from his desk in the Oval Office to see  one of his aides nervously approach him.   """"What is it?"""" exclaims the President.  """"It's this Abortion Bill Mr. President, what do you want to do  about it?"""" the aide replies.  """"Just go ahead and pay it."""" responds the President.",Why are there so many Jones's in the phone book? Because they all have phones.,jester
"The graduate with a Science degree asks, """"Why does it work?"""" The graduate with an Engineering degree asks, """"How does it work?"""" The graduate with an Accounting degree Asks, """"How much will it cost?""""  The graduate with a  Liberal Arts degree asks, """"Do you want fries  with  that?",Why are there so many Jones's in the phone book? Because they all have phones.,jester
"I Wasn't Too Keen On The Idea Of Gay Parenting Until I met my wife, who was raised by two dads. That's when I came to my senses and realized.. NO MOTHER-IN-LAW!",I got stung by an applebee and now I'm going into bananaphylactic shock.,haha
I've just been on the Diabetes Awareness Website and it asked me if I accept cookies. Is that a trick question??,What did the drunker muslim say to the drunk muslim? I'm Mohammad than you,haha
"Twitter has been abuzz over Selena Gomez's spray tan at the Met Gala. In other news, we may be having a nuclear war with Iran.","Why is a lesbians tea green, slimy, and give you a great buzz? Because it's aLGae Bee Tea",haha
"Nurse: Doctor, Doctor, there's an invisible man in the waiting room! Doctor: Well, go in there and tell him that I can't see him!",Q:  What did the blind person say when given some matzah?  A:  Who the hell wrote this?,jester
"During a recent publicity outing, Hillary sneaked off to visit a fortune teller of some local repute.  In a dark and hazy room, peering into a crystal ball, the mystic delivered grave news. """"There's no easy way to say this, so I'll just be blunt: Prepare yourself to be a widow.  Your husband will die a violent and horrible death this year."""" Visibly shaken, Hillary stared at the woman's lined face, then at  the single flickering candle, then down at her hands.  She took a few  deep breaths to compose herself.  She simply had to know.  She met the fortune teller's gaze, steadied her voice, and asked her question. """"Will I be acquitted?",Q. Did you hear about the dyslexic devil worshiper?   A. He sold his soul to Santa.,jester
What is the difference between men and women:   A woman wants one man to satisfy her every need. A man wants every woman to satisfy his one need.,Jack Bauer can get McDonald's breakfast after 10:30.,jester
"I asked my wife for the newspaper, but she said, ""Just use my iPad."" That spider never knew what hit it.","Two Arabs are on a plane. One orders a bottle of Champagne and asks the other ""do you want some?"". The other replies ""No thanks, I'll have to drive soon"".",haha
Why do pediatricians get so frustrated? They have very little patients. corny,"""In health, Black 40 is like the White 75."" Have you had your colonoscopy? Blackish",haha
The most unbelievable part about Sesame Street (a show with an 8 foot bird) is that there is only one grouch in the whole neighborhood.,Just realized I’ve been calling somebody “Ty”who was just signing his texts “thank you”. Im 80,haha
"Wife: honey I want you to whisper dirty things in my ear! Husband: kitchen, living room, dining room, patio...",How do you tell a transgender from a real woman? The quality of the sandwich.,haha
You only have enough time to say one word to Edgar Allan Poe who is about to walk into a tree. What do you say? Poetry,I've been saying 'mucho' more when talking to my Hispanic friends. It means a lot to them.,haha
The main reason I've joined so many religious cults is because I have a hard time turning down a refreshing cup of Kool-Aid.,"When life gives you lemons, make lemonade. When your wife gives you lemons... Make sure she hasn't gone senile.",haha
A bus station is where a bus stops. A train station is where a train stops.  On my desk I have a work station...,"They asked the Japanese visitor if they have elections in his country.   """"Every Morning"""" he answers.",jester
"Hillary, Bill Clinton and the Pope are sitting together on an airplane.  Bill says """"I could throw one thousand dollar bill out of this plane and make one person very happy.""""  Hillary says """"I could throw 10 hundred dollar bills out of the plane and make 10 people very happy.""""  The Pope chips in and says """"I could throw Bill out of the airplane and make the whole  country happy.","A dog walks into Western Union and asks the clerk to send a telegram. He fills out a form on which he writes down the telegram he wishes to send: """"Bow wow wow, Bow wow wow.""""  The clerk says, """"You can add another 'Bow wow' for the same price.""""  The dog responded, """"Now wouldn't that sound a little silly?",jester
We all know Albert Einstein was a genius... ...but his brother Frank was a monster.,me: but i want it ambulance driver: [passing dairy queen] i said no,haha
"(A) The Japanese eat very little fat and suffer fewer heart attacks than the British or Americans. (B) On the other hand, the French eat a lot of fat and also suffer fewer heart attacks than the British or Americans. (C) The Chinese drink very little red wine and suffer fewer heart attacks than the British or Americans. (D) The Italians drink excessive amounts of red wine and also suffer fewer heart attacks than the British or Americans.(E) Conclusion: Eat and drink what you like. It's speaking English that kills you.",Did you hear that Clinton has announced there is a new national bird?   The spread eagle.,jester
My nerdy friend just got a PhD on the history of palindromes. Now we call him Dr Awkward.,What Does A Chinese Man Need When Taking his Dog Out? Oven mitts.,haha
In the 2 decades I've been using USB connectors I don't think I have EVER put one in properly without having to flip it over. Not. One. Time.,Why should you bury indians 10 feet deep? Because deep down they're good people,haha
You only have enough time to say one word to Edgar Allan Poe who is about to walk into a tree. What do you say? Poetry,Yo Mama'a so fat that when she goes to New York people say: That's one Big Apple.,haha
"The Pope dies and, naturally, goes to heaven. He's met by the reception committee, and after a whirlwind tour he is told that he can enjoy any of the myriad of recreations available. He decides that he wants to read all of the ancient original text of the Holy Scriptures, so he spends the next eon or so learning languages. After becoming a linguistic master, he sits down in the library and begins to pour over every version of the Bible, working back from most recent """"Easy Reading"""" to the original script. All of a sudden there is a scream in the library. The Angels come running in only to find the Pope huddled in his chair, crying to himself and muttering, """"An 'R'! The scribes left out the 'R'.""""  A particularly concerned Angel takes him aside, offering comfort, asks him what the problem is and what does he mean.  After collecting his wits, the Pope sobs again, """"It's the letter 'R'. They left out the 'R'. The word was supposed to be CELEBRATE!","Q: Ever wonder why the IRS calls it Form 1040?  A: Because for every $50 that you earn, you get 10 and they get 40.",jester
"On the first day of college, the Dean addressed the students, pointing out some of the rules:  """"The female dormitory will be out-of-bounds for all male students and the male dormitory to the female students. Anybody caught breaking this rule will be finded $20 the first time."""" He continued, """"Anybody  caught breaking this rule the second time will be fined $60. Being caught a third time will cost you a fine of $180. Are there any questions ?""""  At this point, a male student in the crowd inquired: """"How much for a season pass ?",What's the difference between a MacIntosh and an Etch-A-Sketch?   You don't have to shake the Mac to clear the screen.,jester
"An artist asked the gallery owner if there had been any interest in his paintings currently on display. """"I've got good news and bad news,"""" the owner replied. """"The good news is that a gentleman inquired about your work and wondered if it would appreciate in value after your death. When I told him it would, he bought all fifteen of your paintings."""" """"That's wonderful!"""" the artist exclaimed. """"What's the bad news?"""" With concern, the gallery owner replied: """"The guy was your doctor.",Why are there so many Jones's in the phone book? Because they all have phones.,jester
Wife: Do that sexy thing I like Me: *pays for dinner with a coupon and saves money*,Just found out Empire Strikes Back was released 40 years ago today. And...I’m officially ancient.,haha
"What is a pirates favorite letter? P. Because without it, he'd be irate.","I promise you, if you came to one Mexican party... racism would end!",haha
"Santa knows if I've been bad or good, so he and my browser history have a lot in common.",I knew a guy that was told he was the worst Best Man ever. He was speechless.,haha
"A mechanical, electrical and a software engineer from Microsoft were driving through the desert when the car broke down. The mechanical engineer said """"It seems to be a problem with the fuel injection system, why don't we pop the hood and I'll take a look at it."""" To which the electrical engineer replied, """"No I think it's just a loose ground wire, I'll get out and take a look."""" Then, the Microsoft engineer jumps in. """"No, no, no. If we just close up all the windows, get out, wait a few minutes, get back in, and then reopen the windows everything will work fine.",Did you hear that Clinton has announced there is a new national bird?   The spread eagle.,jester
"As a pre-med student, I had to take a difficult class in physics. One day our professor was discussing a particularly complicated concept. A student rudely interrupted to ask, """"Why do we have to learn this stuff?"""" """"To save lives."""" The professor responded quickly and continued the lecture. A few minutes later, the same student spoke up again. """"So how does physics save lives?"""" he persisted. """"It usually keeps the idiots like you out of medical school,"""" replied the professor.","A man escaped jail by digging a hole from his jail cell to the outside world. When finally his work was done, he emerged in the middle of a preschool playground. """"I'm free, I'm free!"""" he shouted. """"So what?"""" said a little girl.""""I'm four.",jester
What's the difference between Dubai and Abu Dhabi? People in Dubai don't like the Flintstones but people in Abu Dhabi doooooo.,"""Now, Madam, can you describe the man who stole your handbag?"" ""Oh, it all happened so fast! He pushed me over from behind, I didn't see him at all. One thing though; he was a vegan."" ""How do you know that?"" ""He told me as he was running off.""",haha
"Clinton returns from a vacation in Arkansas and walks down  the steps of Air Force One with two pigs under his arms.  At the bottom of the steps, he says  to the honor guardsman, """"These are genuine Arkansas Razor-Back Hogs.  I got this one for Chelsea and this one for Hillary.""""    The guardsman replies, """"Nice trade, Sir.","Person 1: Hey, wanna hear a great knock-knock joke? Person 2: Sure, What is it? Person 1: Okay, you start. Person 2: Knock-knock. Person 1: Who's there? Person 2: … Person 1: Hah!",jester
"Sherlock Holmes and Dr. Watson go on a camping trip, set up their tent, and fall asleep. Some hours later, Holmes wakes his faithful friend. """"Watson, look up at the sky and tell me what you see."""" Watson replies, """"I see millions of stars."""" """"What does that tell you?"""" Watson ponders for a minute. """"Astronomically speaking, it tells me that there are millions of galaxies and potentially billions of planets. Astrologically, it tells me that Saturn is in Leo. Timewise, it appears to be approximately a quarter past three. Theologically, it's evident the Lord is all-powerful and we are small and insignificant. Meteorologically, it seems we will have a beautiful day tomorrow. What does it tell you?"""" Holmes is silent for a moment, then speaks. """"Watson, you idiot, someone has stolen our tent.","When most people claim to be """"killing time"""", it's only an expression. When Chuck Norris kills time, the minutes actually cease to exist.",jester
I've decided to start coaching little league soccer because I'm tired of yelling at just my own kids,What's the difference between a black man and a bike? The bike doesn't start singing when you put a chain on it.,haha
"One Sunday morning William burst into the living room and said, """"Dad! Mom! I have some great news for you! I am getting married to the most beautiful girl in town. She lives a block away and her name is Susan."""" After dinner, William's dad took him aside. """"Son, I have to talk with you. Your mother and I have been married 30 years.. She's a wonderful wife but she has never offered much excitement in the bedroom, so I used to fool around with women a lot. Susan is actually your half-sister, and I'm afraid you can't marry her."""" William was heart-broken. After eight months he eventually started dating girls again. A year later he came home and very proudly announced, """"Dianne said yes! We're getting married in June."""" Again his father insisted on another private conversation and broke the sad news. """"Dianne is your half-sister too, William. I'm awfully sorry about this."""" William was furious! He finally decided to go to his mother with the news. """"Dad has done so much harm.. I guess I'm never going to get married,""""  he complained. """"Every time I fall in love, Dad tells me the girl is my half-sister."""" His mother just shook her head. """"Don't pay any attention to what he says, dear. He's not really your father.","A Jewish young man was seeing a psychiatrist for an eating and sleeping disorder.   """"I am so obsessed with my mother... As soon as I go to sleep, I start dreaming, and everyone in my dream turns into my mother. I wake up in such a state, all I can do is go downstairs and eat a piece of toast.""""  The psychiatrist replies:  """"What, just one piece of toast, for a big boy like you?",jester
"An engineer, a physicist and a mathematician are sleeping in a room. There is a fire in the room. The engineer wakes up, sees the fire, picks up the bucket of water and douses the fire and goes back to sleep.   Again there is fire in the room. This time, the physicist wakes up, notices the bucket, fills it with water, calculates the optimal trajectory and douses the fire in minimum amount of water and goes back to sleep.   Again there is fire. This time the mathematician wakes up.  He looks at the fire, looks at the bucket and the water and exclaims, """"A solution exists"""" and goes back to sleep.","Person 1: Hey, wanna hear a great knock-knock joke? Person 2: Sure, What is it? Person 1: Okay, you start. Person 2: Knock-knock. Person 1: Who's there? Person 2: … Person 1: Hah!",jester
"Two Rednecks were seated at the end of a bar when a young lady seated a few stools up began to choke on a piece of hamburger.  She was turning blue and obviously in serious respiratory distress. One said to the other, """"That gal there is having a bad time!""""  The other agreed and said """"Think we should go help?""""  """"You bet,"""" said the first,and with that, he ran over and said, """"Can you breathe??""""  She shook her head no.  He said, """"Can you speak??""""  She again shook her head no. With that, he pulled up her skirt and licked her on the butt. She was so shocked, she coughed up the obstruction and began to breathe-with great relief. The redneck walked back to his friend and said, """"Funny how that hind lick maneuver always works.","When most people claim to be """"killing time"""", it's only an expression. When Chuck Norris kills time, the minutes actually cease to exist.",jester
"So I heard ladies like bad boys. Lucky for them, I'm bad at everything",Why are 490 Romans funny? Because XD,haha
"May I take your order?"""" the waiter asked.   """"Yes, how do you prepare your chickens?""""   """"Nothing special sir,"""" he replied. """"We just tell them straight out that they're going to die.","When most people claim to be """"killing time"""", it's only an expression. When Chuck Norris kills time, the minutes actually cease to exist.",jester
"My girlfriend's such a bad cook, she uses the smoke alarm as a timer.",What does a gay horse eat? Haaaaay,haha
"Sherlock Holmes and Dr. Watson go on a camping trip, set up their tent, and fall asleep. Some hours later, Holmes wakes his faithful friend. """"Watson, look up at the sky and tell me what you see."""" Watson replies, """"I see millions of stars."""" """"What does that tell you?"""" Watson ponders for a minute. """"Astronomically speaking, it tells me that there are millions of galaxies and potentially billions of planets. Astrologically, it tells me that Saturn is in Leo. Timewise, it appears to be approximately a quarter past three. Theologically, it's evident the Lord is all-powerful and we are small and insignificant. Meteorologically, it seems we will have a beautiful day tomorrow. What does it tell you?"""" Holmes is silent for a moment, then speaks. """"Watson, you idiot, someone has stolen our tent.","Q: If a person who speaks three languages is called """"tri-lingual,"""" and a person who speaks two languages is called """"bi-lingual,"""" what do call a person who only speaks one language?  A: American!",jester
"A group of  managers were given the assignment to measure the height of a flagpole. So they go out to the flagpole with ladders and tape measures, and they're falling off the ladders, dropping the tape measures - the whole thing is just a mess. An engineer comes along and sees what they're trying to do, walks over, pulls the flagpole out of the ground, lays it flat, measures it from end to end, gives the measurement to one of the managers and walks away. After the engineer has gone, one manager turns to another and laughs. """"Isn't that just like an engineer, we're looking for the  height and he gives us the length.",America: 8:00 - Welcome to work! 12:00 - Lunch break 17:00 - The work day is over Japan: 8:00 - Are you already at work? 12:00 - Continue your work 17:00 - The work day is over 20:00 - Please finish your work Romania: 8:00 - Has anyone come to work? 12:00 - Did someone start working? 16:00 - Is anyone at work?,jester
"An astronomer, a physicist and a mathematician (it is said) were holidaying in Scotland. Glancing from a train window, they observed a black sheep in the middle of a field.""""How interesting,"""" observed the astronomer, """"All Scottish sheep are black!"""" To which the physicist responded, """"No, no! Some Scottish sheep are black!"""" The mathematician gazed heavenward in supplication, and then intoned, """"In Scotland there exists at least one field, containing at least one sheep, at least one side of which is black.","Arnold Swartzeneger and Sylvester Stallone are making a movie about the lives of the great composers.   Stallone says """"I want to be Mozart.""""  Swartzeneger says: """"In that case...  I'll be Bach.",jester
"One day the first grade teacher was reading the story of the Three Little Pigs to her class. She came to the part of the story where the first pig was trying to accumulate the building materials for his home. She read, """"...and so the pig went up to the man with the wheelbarrow full of straw and said, 'Pardon me sir, but may I have some of that straw to build my house?'"""" The teacher paused then asked the class, """"And what do you think that man said?"""" One little boy raised his hand and said, """"I know...he said, 'Holy Shit! A talking pig!'",Q. Did you hear about the dyslexic devil worshiper?   A. He sold his soul to Santa.,jester
Her: At least invite me out to dinner. Him: I don't go out with married women. Her: But I'm your wife. Him: I make no exceptions.,"What do you call an Arab who owns 5,000 cows A Milk Sheikh.",haha
Why do Scotsmen wear kilts. Cause a sheep can hear a zipper a mile away.,"How many Mormons do you take fishing with you? Two. If you only take one, he'll drink all your beer.",haha
"I got fired when I asked a customer if he preferred smoking or non smoking. Apparently, the correct terms are 'cremation' and 'burial'.","In the new James Bond movie, Bond apologizes to women for his behavior and is never seen again.",haha
"A man piloting a hot air balloon discovers he has wandered off course and is hopelessly lost. He descends to a lower altitude and locates a man down on the ground. He lowers the balloon further and shouts """"Excuse me, can you tell me where I am?""""  The man below says: """"Yes, you're in a hot air balloon, about 30 feet above this field.""""  """"You must work in Information Technology,"""" says the balloonist.  """"Yes I do,"""" replies the man. """"And how did you know that?""""  """"Well,"""" says the balloonist, """"what you told me is technically correct, but of no use to anyone.""""  The man below says, """"You must work in management.""""  """"I do,"""" replies the balloonist, """"how did you know?""""  """"Well,"""" says the man, """"you don't know where you are, or where you're going, but you expect my immediate help. You're in the same position you were before we met, but now it's my fault!","They asked the Japanese visitor if they have elections in his country.   """"Every Morning"""" he answers.",jester
