id,edit1,edit2,mean_grade1,mean_grade2,label,expected,prediction,is_correct,raw_response
14379-7178,marijuana,potatoes,1.6,1.8,2,B,B,True,<answer>B</answer>
8275-7178,napkins,potatoes,1.6,1.8,2,B,B,True,<answer>B</answer>
3376-5820,eaters,Streakers,0.2,2.0,2,B,B,True,<answer>B</answer>
3376-11861,eaters,lemur,0.2,1.0,2,B,B,True,<answer>B</answer>
5820-11861,Streakers,lemur,2.0,1.0,1,A,B,False,<answer>B</answer>
8327-11750,write,secretary,0.2,0.4,2,B,B,True,<answer>B</answer>
8327-8557,write,joke,0.2,0.8,2,B,B,True,<answer>B</answer>
11750-8557,secretary,joke,0.4,0.8,2,B,B,True,<answer>B</answer>
13220-708,seducing,breakdance,2.0,1.2,1,A,B,False,<answer>B</answer>
13220-8580,seducing,snuggle,2.0,1.4,1,A,B,False,<answer>B</answer>
708-8580,breakdance,snuggle,1.2,1.4,2,B,B,True,<answer>B</answer>
9108-12249,Nightmare,Lady,0.2,1.6,2,B,B,True,<answer>B</answer>
9108-1339,Nightmare,puppy,0.2,0.6,2,B,B,True,<answer>B</answer>
12249-1339,Lady,puppy,1.6,0.6,1,A,B,False,<answer>B</answer>
4221-11538,bones,fashion,1.0,0.8,1,A,A,True,<answer>A</answer>
4221-12337,bones,janitors,1.0,0.6,1,A,B,False,<answer>B</answer>
11538-12337,fashion,janitors,0.8,0.6,1,A,B,False,<answer>B</answer>
13890-14744,pansies,live,0.2,0.0,1,A,A,True,<answer>A</answer>
13890-1499,pansies,drunk,0.2,1.6,2,B,B,True,<answer>B</answer>
14744-1499,live,drunk,0.0,1.6,2,B,B,True,<answer>B</answer>
14900-11050,builder,Elephants,0.2,1.4,2,B,B,True,<answer>B</answer>
14900-12367,builder,party,0.2,1.0,2,B,A,False,<answer>A</answer>
11050-12367,Elephants,party,1.4,1.0,1,A,A,True,<answer>A</answer>
5148-11212,obstacle,marathon,1.0,0.4,1,A,B,False,<answer>B</answer>
5148-13283,obstacle,waste,1.0,2.2,2,B,B,True,<answer>B</answer>
11212-13283,marathon,waste,0.4,2.2,2,B,B,True,<answer>B</answer>
9651-6371,circus,Dollar,1.4,0.8,1,A,A,True,<answer>A</answer>
6371-2429,Dollar,Stiffness,0.8,1.4,2,B,B,True,<answer>B</answer>
8052-11803,hours,Puddles,0.2,0.4,2,B,B,True,<answer>B</answer>
7991-11803,minutes,Puddles,0.2,0.4,2,B,B,True,<answer>B</answer>
9419-1436,breakfast,Prune,0.2,0.4,2,B,B,True,<answer>B</answer>
9419-9698,breakfast,Gift,0.2,1.0,2,B,B,True,<answer>B</answer>
1436-9698,Prune,Gift,0.4,1.0,2,B,A,False,<answer>A</answer>
2074-6340,bullets,televisions,0.6,1.8,2,B,B,True,<answer>B</answer>
2074-9639,bullets,kiss,0.6,0.8,2,B,B,True,<answer>B</answer>
6340-9639,televisions,kiss,1.8,0.8,1,A,B,False,<answer>B</answer>
4986-8147,requirements,shampoo,0.4,0.6,2,B,B,True,<answer>B</answer>
4986-8973,requirements,Food,0.4,0.2,1,A,A,True,<answer>A</answer>
8147-8973,shampoo,Food,0.6,0.2,1,A,A,True,<answer>A</answer>
10819-4440,denial,monty,1.0,0.8,1,A,B,False,<answer>B</answer>
10819-11975,denial,anal,1.0,1.6,2,B,B,True,<answer>B</answer>
4440-11975,monty,anal,0.8,1.6,2,B,B,True,<answer>B</answer>
9970-2617,fabulousness,dancing,1.4,0.8,1,A,B,False,<answer>B</answer>
9970-12961,fabulousness,fashion,1.4,2.2,2,B,A,False,<answer>A</answer>
2617-12961,dancing,fashion,0.8,2.2,2,B,B,True,<answer>B</answer>
5340-881,rock,Spaghetti,1.0,1.4,2,B,B,True,<answer>B</answer>
5340-8777,rock,shoe,1.0,1.4,2,B,B,True,<answer>B</answer>
7349-7458,kindergarten,clean,1.2,1.8,2,B,B,True,<answer>B</answer>
7458-10703,clean,Preschool,1.8,1.2,1,A,B,False,<answer>B</answer>
3828-9377,emu,tortoise,0.6,1.2,2,B,A,False,<answer>A</answer>
3828-12962,emu,housecleanings,0.6,1.6,2,B,B,True,<answer>B</answer>
9377-12962,tortoise,housecleanings,1.2,1.6,2,B,B,True,<answer>B</answer>
1297-5414,Rooster,muttonhead,0.6,0.4,1,A,B,False,<answer>B</answer>
1297-15025,Rooster,Racism,0.6,0.4,1,A,B,False,<answer>B</answer>
6870-13573,vodka,ballerina,1.4,1.6,2,B,B,True,<answer>B</answer>
6870-3308,vodka,parole,1.4,1.6,2,B,B,True,<answer>B</answer>
11227-11290,tattles,brick,0.6,0.0,1,A,B,False,<answer>B</answer>
11227-85,tattles,mimes,0.6,0.8,2,B,B,True,<answer>B</answer>
11290-85,brick,mimes,0.0,0.8,2,B,B,True,<answer>B</answer>
9695-7571,hookers,hotel,1.6,0.6,1,A,B,False,<answer>B</answer>
9695-8376,hookers,frog,1.6,0.8,1,A,B,False,<answer>B</answer>
7571-8376,hotel,frog,0.6,0.8,2,B,B,True,<answer>B</answer>
926-1533,date,palpate,1.2,0.4,1,A,B,False,<answer>B</answer>
926-8049,date,Pig,1.2,0.4,1,A,B,False,<answer>B</answer>
7954-2346,healing,failures,1.6,1.2,1,A,B,False,<answer>B</answer>
7954-7801,healing,performing,1.6,0.8,1,A,B,False,<answer>B</answer>
2346-7801,failures,performing,1.2,0.8,1,A,B,False,<answer>B</answer>
14040-734,Lover,burrito,1.4,2.0,2,B,B,True,<answer>B</answer>
5633-734,beer,burrito,1.4,2.0,2,B,B,True,<answer>B</answer>
13301-517,pieces,bread,0.0,1.0,2,B,B,True,<answer>B</answer>
13301-8893,pieces,poodle,0.0,0.8,2,B,B,True,<answer>B</answer>
517-8893,bread,poodle,1.0,0.8,1,A,B,False,<answer>B</answer>
5799-8448,Weekend,igloo,1.2,1.6,2,B,B,True,<answer>B</answer>
5799-3716,Weekend,buffet,1.2,1.8,2,B,B,True,<answer>B</answer>
8448-3716,igloo,buffet,1.6,1.8,2,B,B,True,<answer>B</answer>
12763-798,unicycle,bicycle,0.8,0.4,1,A,B,False,<answer>B</answer>
12763-3959,unicycle,Tricycle,0.8,1.2,2,B,B,True,<answer>B</answer>
798-3959,bicycle,Tricycle,0.4,1.2,2,B,B,True,<answer>B</answer>
2342-3461,masseuse,fiesta,1.0,1.2,2,B,A,False,<answer>A</answer>
2342-3264,masseuse,restaurant,1.0,0.4,1,A,A,True,<answer>A</answer>
3461-3264,fiesta,restaurant,1.2,0.4,1,A,B,False,<answer>B</answer>
4094-8959,laughs,duck,1.4,0.8,1,A,B,False,<answer>B</answer>
4094-8808,laughs,tickler,1.4,1.0,1,A,B,False,<answer>B</answer>
8959-8808,duck,tickler,0.8,1.0,2,B,B,True,<answer>B</answer>
1874-14402,trough,laundromat,1.2,0.8,1,A,A,True,<answer>A</answer>
14528-11948,sang,detergent,1.2,0.8,1,A,B,False,<answer>B</answer>
11948-6643,detergent,purchased,0.8,1.2,2,B,B,True,<answer>B</answer>
2232-2541,aquarium,spider,0.4,1.0,2,B,B,True,<answer>B</answer>
2232-10110,aquarium,bladder,0.4,1.6,2,B,B,True,<answer>B</answer>
2541-10110,spider,bladder,1.0,1.6,2,B,B,True,<answer>B</answer>
6379-13110,bathroom,bones,0.4,0.8,2,B,B,True,<answer>B</answer>
3279-13110,pageants,bones,0.4,0.8,2,B,B,True,<answer>B</answer>
8366-13077,Spitting,drugs,2.0,0.2,1,A,A,True,<answer>A</answer>
13596-15032,brags,horse,0.0,1.0,2,B,B,True,<answer>B</answer>
13596-10198,brags,olympics,0.0,1.4,2,B,B,True,<answer>B</answer>
15032-10198,horse,olympics,1.0,1.4,2,B,B,True,<answer>B</answer>
177-14500,decaf,hexadecimal,2.0,0.8,1,A,B,False,<answer>B</answer>
177-13501,decaf,kitten,2.0,0.8,1,A,B,False,<answer>B</answer>
7290-4804,infidel,rushes,0.6,0.0,1,A,B,False,<answer>B</answer>
4804-8226,rushes,cuddle,0.0,0.6,2,B,B,True,<answer>B</answer>
2579-965,swamp,lynching,0.8,0.6,1,A,B,False,<answer>B</answer>
2579-3201,swamp,Tickle,0.8,1.2,2,B,B,True,<answer>B</answer>
965-3201,lynching,Tickle,0.6,1.2,2,B,A,False,<answer>A</answer>
83-1670,Demon,stylist,0.6,1.8,2,B,B,True,<answer>B</answer>
8938-10381,fantasy,lie,1.0,0.8,1,A,B,False,<answer>B</answer>
8938-253,fantasy,flavor,1.0,0.2,1,A,B,False,<answer>B</answer>
10381-253,lie,flavor,0.8,0.2,1,A,B,False,<answer>B</answer>
4411-6272,cookies,bovine,1.6,0.6,1,A,A,True,<answer>A</answer>
4411-6185,cookies,horror,1.6,0.8,1,A,A,True,<answer>A</answer>
6272-6185,bovine,horror,0.6,0.8,2,B,A,False,<answer>A</answer>
11334-10993,comedy,party,0.6,0.4,1,A,B,False,<answer>B</answer>
10993-10312,party,search,0.4,0.6,2,B,A,False,<answer>A</answer>
8215-11270,toilet,intestine,1.6,1.0,1,A,B,False,<answer>B</answer>
6065-5171,party,dinner,1.2,1.0,1,A,B,False,<answer>B</answer>
6065-2761,party,Mafia,1.2,0.4,1,A,B,False,<answer>B</answer>
5171-2761,dinner,Mafia,1.0,0.4,1,A,B,False,<answer>B</answer>
6638-1621,die,toupee,0.8,1.6,2,B,B,True,<answer>B</answer>
6638-2712,die,wig,0.8,2.0,2,B,B,True,<answer>B</answer>
1621-2712,toupee,wig,1.6,2.0,2,B,B,True,<answer>B</answer>
12025-10963,lives,penguin,0.4,1.6,2,B,B,True,<answer>B</answer>
4934-10963,add,penguin,0.4,1.6,2,B,B,True,<answer>B</answer>
534-2293,views,Maps,0.4,1.0,2,B,B,True,<answer>B</answer>
534-10387,views,influenza,0.4,0.0,1,A,B,False,<answer>B</answer>
2293-10387,Maps,influenza,1.0,0.0,1,A,B,False,<answer>B</answer>
1897-6212,Pageant,quesadilla,1.2,1.4,2,B,B,True,<answer>B</answer>
1897-14014,Pageant,insurance,1.2,0.6,1,A,B,False,<answer>B</answer>
6212-14014,quesadilla,insurance,1.4,0.6,1,A,A,True,<answer>A</answer>
3490-4018,marriage,cut,1.4,0.8,1,A,B,False,<answer>B</answer>
3490-392,marriage,tree,1.4,0.6,1,A,B,False,<answer>B</answer>
4018-392,cut,tree,0.8,0.6,1,A,B,False,<answer>B</answer>
383-9088,taco,whites,1.6,0.4,1,A,B,False,<answer>B</answer>
383-8618,taco,dynamite,1.6,0.8,1,A,A,True,<answer>A</answer>
9088-8618,whites,dynamite,0.4,0.8,2,B,B,True,<answer>B</answer>
12044-2210,split,towel,1.6,0.6,1,A,B,False,<answer>B</answer>
12044-10059,split,tree,1.6,0.8,1,A,A,True,<answer>A</answer>
2210-10059,towel,tree,0.6,0.8,2,B,B,True,<answer>B</answer>
9940-4779,blasphemed,bathroom,0.4,1.2,2,B,B,True,<answer>B</answer>
9940-5276,blasphemed,propelled,0.4,0.0,1,A,B,False,<answer>B</answer>
4779-5276,bathroom,propelled,1.2,0.0,1,A,B,False,<answer>B</answer>
14441-13709,gyro,slendering,1.0,0.6,1,A,A,True,<answer>A</answer>
14441-14222,gyro,patients,1.0,0.6,1,A,A,True,<answer>A</answer>
1628-12181,mock,shenanigans,0.8,1.4,2,B,B,True,<answer>B</answer>
1628-571,mock,fingernail,0.8,1.4,2,B,B,True,<answer>B</answer>
9894-12959,pancake,bullets,1.6,1.0,1,A,B,False,<answer>B</answer>
9894-3861,pancake,Icing,1.6,0.6,1,A,B,False,<answer>B</answer>
12959-3861,bullets,Icing,1.0,0.6,1,A,B,False,<answer>B</answer>
774-6967,Odor,Impulse,1.6,0.6,1,A,B,False,<answer>B</answer>
774-1068,Odor,glitter,1.6,1.4,1,A,B,False,<answer>B</answer>
6967-1068,Impulse,glitter,0.6,1.4,2,B,B,True,<answer>B</answer>
3999-12650,keg,paintball,1.0,0.6,1,A,B,False,<answer>B</answer>
3999-3252,keg,diving,1.0,0.8,1,A,B,False,<answer>B</answer>
12650-3252,paintball,diving,0.6,0.8,2,B,B,True,<answer>B</answer>
8478-5748,Silenced,Deer,0.0,0.2,2,B,B,True,<answer>B</answer>
2902-5748,dogs,Deer,0.0,0.2,2,B,B,True,<answer>B</answer>
9004-5833,eons,Bed,0.8,1.4,2,B,B,True,<answer>B</answer>
5833-6981,Bed,days,1.4,0.8,1,A,A,True,<answer>A</answer>
7402-1784,chef,lover,1.2,1.0,1,A,B,False,<answer>B</answer>
5083-9732,bathroom,water,0.6,1.2,2,B,B,True,<answer>B</answer>
5083-6255,bathroom,somewhere,0.6,0.0,1,A,A,True,<answer>A</answer>
9732-6255,water,somewhere,1.2,0.0,1,A,A,True,<answer>A</answer>
10711-10373,feathers,incompetence,0.6,1.2,2,B,B,True,<answer>B</answer>
10711-10975,feathers,hairs,0.6,1.2,2,B,B,True,<answer>B</answer>
1925-11226,Trump,rabbits,0.2,1.5,2,B,B,True,<answer>B</answer>
2388-5751,sandwich,book,1.8,1.4,1,A,A,True,<answer>A</answer>
2388-7725,sandwich,pageant,1.8,1.2,1,A,B,False,<answer>B</answer>
5751-7725,book,pageant,1.4,1.2,1,A,B,False,<answer>B</answer>
9991-11880,slips,flops,0.8,1.4,2,B,B,True,<answer>B</answer>
13983-11880,Ignoring,flops,0.8,1.4,2,B,B,True,<answer>B</answer>
12632-11720,Bee,beaver,1.8,1.2,1,A,B,False,<answer>B</answer>
12632-9879,Bee,Dingo,1.8,1.2,1,A,B,False,<answer>B</answer>
6125-12638,clown,magician,2.0,1.0,1,A,A,True,<answer>A</answer>
6125-144,clown,streaked,2.0,0.6,1,A,B,False,<answer>B</answer>
12638-144,magician,streaked,1.0,0.6,1,A,B,False,<answer>B</answer>
9503-3440,color,children,0.2,1.0,2,B,B,True,<answer>B</answer>
9503-14792,color,pimple,0.2,1.4,2,B,B,True,<answer>B</answer>
3440-14792,children,pimple,1.0,1.4,2,B,B,True,<answer>B</answer>
9418-6213,undertakers,mislead,0.4,1.0,2,B,A,False,<answer>A</answer>
9418-6334,undertakers,ladies,0.4,1.4,2,B,B,True,<answer>B</answer>
6213-6334,mislead,ladies,1.0,1.4,2,B,B,True,<answer>B</answer>
5700-2109,grandparents,pies,1.2,0.4,1,A,B,False,<answer>B</answer>
5700-8584,grandparents,restaurants,1.2,0.4,1,A,B,False,<answer>B</answer>
10882-12824,desire,chimpanzee,1.2,0.6,1,A,B,False,<answer>B</answer>
10882-7262,desire,pantomime,1.2,1.6,2,B,B,True,<answer>B</answer>
12824-7262,chimpanzee,pantomime,0.6,1.6,2,B,A,False,<answer>A</answer>
11057-4527,headaches,Cower,1.6,0.4,1,A,B,False,<answer>B</answer>
11057-12010,headaches,donuts,1.6,1.2,1,A,B,False,<answer>B</answer>
4527-12010,Cower,donuts,0.4,1.2,2,B,B,True,<answer>B</answer>
5129-3039,bird,dog,0.8,0.2,1,A,B,False,<answer>B</answer>
5129-8094,bird,hair,0.8,1.4,2,B,B,True,<answer>B</answer>
3039-8094,dog,hair,0.2,1.4,2,B,B,True,<answer>B</answer>
7675-13405,hygiene,breath,1.6,2.2,2,B,B,True,<answer>B</answer>
7675-8760,hygiene,lighting,1.6,1.2,1,A,A,True,<answer>A</answer>
13405-8760,breath,lighting,2.2,1.2,1,A,B,False,<answer>B</answer>
14171-2606,peanuts,dollars,0.6,0.4,1,A,A,True,<answer>A</answer>
14171-8696,peanuts,zoos,0.6,1.6,2,B,B,True,<answer>B</answer>
2606-8696,dollars,zoos,0.4,1.6,2,B,B,True,<answer>B</answer>
10254-7379,Defectives,Pee,0.4,0.8,2,B,B,True,<answer>B</answer>
7379-2157,Pee,onions,0.8,0.4,1,A,B,False,<answer>B</answer>
13123-2413,luggage,box,1.4,0.0,1,A,B,False,<answer>B</answer>
13123-13183,luggage,Beautiful,1.4,0.2,1,A,B,False,<answer>B</answer>
2413-13183,box,Beautiful,0.0,0.2,2,B,B,True,<answer>B</answer>
14889-14248,Joy,oranges,0.2,0.0,1,A,B,False,<answer>B</answer>
2130-14248,highway,oranges,0.2,0.0,1,A,B,False,<answer>B</answer>
13086-13472,tournament,soccer,0.4,1.2,2,B,B,True,<answer>B</answer>
13086-14203,tournament,dog,0.4,0.6,2,B,B,True,<answer>B</answer>
13472-14203,soccer,dog,1.2,0.6,1,A,B,False,<answer>B</answer>
11199-9557,bird,Kinesiology,0.0,0.2,2,B,B,True,<answer>B</answer>
4385-9557,destroy,Kinesiology,0.0,0.2,2,B,B,True,<answer>B</answer>
14038-14904,pets,doctors,0.4,0.8,2,B,B,True,<answer>B</answer>
14038-8738,pets,grandmothers,0.4,1.6,2,B,B,True,<answer>B</answer>
14904-8738,doctors,grandmothers,0.8,1.6,2,B,B,True,<answer>B</answer>
13560-2430,holster,Fun,0.8,0.2,1,A,A,True,<answer>A</answer>
2430-12788,Fun,party,0.2,0.8,2,B,B,True,<answer>B</answer>
10414-14696,blueberry,gamblers,0.0,1.2,2,B,B,True,<answer>B</answer>
10414-4466,blueberry,pants,0.0,0.4,2,B,B,True,<answer>B</answer>
14696-4466,gamblers,pants,1.2,0.4,1,A,B,False,<answer>B</answer>
6473-11157,vacillated,cartoons,0.0,0.8,2,B,B,True,<answer>B</answer>
6473-3564,vacillated,explosives,0.0,0.8,2,B,B,True,<answer>B</answer>
13837-2060,Turnip,ice,0.6,0.8,2,B,B,True,<answer>B</answer>
13837-12692,Turnip,mom,0.6,1.2,2,B,B,True,<answer>B</answer>
2060-12692,ice,mom,0.8,1.2,2,B,B,True,<answer>B</answer>
7944-9638,dog,bush,1.8,1.2,1,A,B,False,<answer>B</answer>
14573-9638,sandwich,bush,1.8,1.2,1,A,B,False,<answer>B</answer>
1961-3305,Dance,Internet,0.4,1.6,2,B,B,True,<answer>B</answer>
1961-14067,Dance,pub,0.4,0.6,2,B,B,True,<answer>B</answer>
3305-14067,Internet,pub,1.6,0.6,1,A,B,False,<answer>B</answer>
1027-10706,Chicken,dates,0.4,0.0,1,A,B,False,<answer>B</answer>
10706-7727,dates,party,0.0,0.4,2,B,B,True,<answer>B</answer>
12789-13116,children,clowns,0.4,1.0,2,B,B,True,<answer>B</answer>
12789-5953,children,socks,0.4,0.8,2,B,B,True,<answer>B</answer>
13116-5953,clowns,socks,1.0,0.8,1,A,B,False,<answer>B</answer>
5908-10780,die,celebrate,0.2,0.4,2,B,B,True,<answer>B</answer>
7548-10780,bedspread,celebrate,0.2,0.4,2,B,A,False,<answer>A</answer>
619-7218,Hipster,wall,1.4,0.6,1,A,A,True,<answer>A</answer>
8585-7218,Performance,wall,1.4,0.6,1,A,A,True,<answer>A</answer>
11828-8279,money,tomato,1.9,1.2,1,A,B,False,<answer>B</answer>
960-6997,feel,memorize,0.2,0.6,2,B,B,True,<answer>B</answer>
960-7135,feel,orgy,0.2,1.6,2,B,B,True,<answer>B</answer>
6997-7135,memorize,orgy,0.6,1.6,2,B,B,True,<answer>B</answer>
507-2131,generosity,spanking,1.0,0.8,1,A,B,False,<answer>B</answer>
2131-1554,spanking,recipe,0.8,1.0,2,B,B,True,<answer>B</answer>
8416-9589,frosting,Pickle,1.2,1.6,2,B,B,True,<answer>B</answer>
8416-5859,frosting,pizza,1.2,1.4,2,B,B,True,<answer>B</answer>
9589-5859,Pickle,pizza,1.6,1.4,1,A,B,False,<answer>B</answer>
9425-2860,worship,restaurant,0.2,1.0,2,B,B,True,<answer>B</answer>
6482-2860,embrace,restaurant,0.2,1.0,2,B,B,True,<answer>B</answer>
3650-14553,thug,delicatessen,0.6,0.8,2,B,B,True,<answer>B</answer>
3650-3694,thug,hat,0.6,1.2,2,B,B,True,<answer>B</answer>
14553-3694,delicatessen,hat,0.8,1.2,2,B,B,True,<answer>B</answer>
4770-8829,pretzel,saves,0.4,0.8,2,B,B,True,<answer>B</answer>
4770-5773,pretzel,bulldog,0.4,0.6,2,B,B,True,<answer>B</answer>
8829-5773,saves,bulldog,0.8,0.6,1,A,B,False,<answer>B</answer>
2944-14398,hiccups,Twirling,0.2,1.6,2,B,A,False,<answer>A</answer>
2944-12454,hiccups,academy,0.2,0.0,1,A,A,True,<answer>A</answer>
14398-12454,Twirling,academy,1.6,0.0,1,A,A,True,<answer>A</answer>
2460-8727,citizens,mattress,1.0,1.2,2,B,B,True,<answer>B</answer>
2460-4056,citizens,loincloth,1.0,0.4,1,A,B,False,<answer>B</answer>
8727-4056,mattress,loincloth,1.2,0.4,1,A,B,False,<answer>B</answer>
10736-5047,mosquitoes,hoedown,0.6,0.8,2,B,B,True,<answer>B</answer>
10736-4168,mosquitoes,intensifies,0.6,0.2,1,A,A,True,<answer>A</answer>
5047-4168,hoedown,intensifies,0.8,0.2,1,A,A,True,<answer>A</answer>
11565-2849,love,punch,1.4,1.0,1,A,A,True,<answer>A</answer>
11565-6927,love,wedgie,1.4,2.0,2,B,B,True,<answer>B</answer>
2849-6927,punch,wedgie,1.0,2.0,2,B,B,True,<answer>B</answer>
9383-5602,Lipstick,animal,1.2,0.6,1,A,B,False,<answer>B</answer>
9383-8280,Lipstick,blessing,1.2,0.4,1,A,B,False,<answer>B</answer>
5602-8280,animal,blessing,0.6,0.4,1,A,B,False,<answer>B</answer>
6580-3525,Relapsing,soup,0.4,1.2,2,B,B,True,<answer>B</answer>
6580-6453,Relapsing,Family,0.4,0.2,1,A,B,False,<answer>B</answer>
3525-6453,soup,Family,1.2,0.2,1,A,A,True,<answer>A</answer>
3341-4035,selfies,games,2.2,1.0,1,A,B,False,<answer>B</answer>
3341-1268,selfies,message,2.2,0.4,1,A,B,False,<answer>B</answer>
4035-1268,games,message,1.0,0.4,1,A,B,False,<answer>B</answer>
12424-13241,fry,buy,0.4,0.6,2,B,A,False,<answer>A</answer>
13241-3985,buy,grandma,0.6,0.4,1,A,A,True,<answer>A</answer>
5896-6349,storms,Renovating,0.4,0.2,1,A,B,False,<answer>B</answer>
5896-1727,storms,pubs,0.4,1.2,2,B,B,True,<answer>B</answer>
6349-1727,Renovating,pubs,0.2,1.2,2,B,B,True,<answer>B</answer>
3331-8553,gas,snuggle,1.0,1.6,2,B,B,True,<answer>B</answer>
8553-1308,snuggle,hide,1.6,1.0,1,A,B,False,<answer>B</answer>
6007-6267,beer,loved,1.6,0.4,1,A,B,False,<answer>B</answer>
6267-3207,loved,decorated,0.4,1.6,2,B,B,True,<answer>B</answer>
643-13173,legs,salutes,0.2,0.8,2,B,B,True,<answer>B</answer>
13173-5923,salutes,naan,0.8,0.2,1,A,B,False,<answer>B</answer>
3083-12251,acting,presidency,1.6,0.4,1,A,A,True,<answer>A</answer>
3083-7308,acting,felonies,1.6,0.8,1,A,A,True,<answer>A</answer>
12251-7308,presidency,felonies,0.4,0.8,2,B,B,True,<answer>B</answer>
1487-4864,baby,Own,0.8,0.2,1,A,B,False,<answer>B</answer>
1487-4259,baby,Bender,0.8,1.0,2,B,B,True,<answer>B</answer>
4864-4259,Own,Bender,0.2,1.0,2,B,B,True,<answer>B</answer>
3843-4313,commends,congratulates,0.4,0.6,2,B,B,True,<answer>B</answer>
3843-5438,commends,praises,0.4,0.8,2,B,B,True,<answer>B</answer>
4313-5438,congratulates,praises,0.6,0.8,2,B,B,True,<answer>B</answer>
13037-2215,conference,kid,0.0,1.0,2,B,B,True,<answer>B</answer>
5524-2215,color,kid,0.0,1.0,2,B,B,True,<answer>B</answer>
2340-9103,preschooler,Law,1.6,0.8,1,A,B,False,<answer>B</answer>
2340-14921,preschooler,cheeseburger,1.6,1.8,2,B,B,True,<answer>B</answer>
9103-14921,Law,cheeseburger,0.8,1.8,2,B,B,True,<answer>B</answer>
3438-686,dessert,tickled,1.4,0.6,1,A,B,False,<answer>B</answer>
686-7217,tickled,stutterer,0.6,1.4,2,B,B,True,<answer>B</answer>
1179-326,snail,duck,2.0,0.8,1,A,A,True,<answer>A</answer>
1179-12089,snail,treasure,2.0,1.6,1,A,A,True,<answer>A</answer>
326-12089,duck,treasure,0.8,1.6,2,B,A,False,<answer>A</answer>
15008-13312,height,wardrobe,1.0,1.8,2,B,B,True,<answer>B</answer>
15008-15053,height,van,1.0,0.6,1,A,B,False,<answer>B</answer>
13312-15053,wardrobe,van,1.8,0.6,1,A,A,True,<answer>A</answer>
13125-7811,fantasizes,pretends,1.4,1.2,1,A,A,True,<answer>A</answer>
13125-1846,fantasizes,enjoyed,1.4,2.2,2,B,A,False,<answer>A</answer>
7811-1846,pretends,enjoyed,1.2,2.2,2,B,A,False,<answer>A</answer>
9564-7762,Dinner,divorce,0.0,0.4,2,B,B,True,<answer>B</answer>
9564-4405,Dinner,birth,0.0,1.8,2,B,B,True,<answer>B</answer>
7762-4405,divorce,birth,0.4,1.8,2,B,B,True,<answer>B</answer>
14119-545,toy,truck,1.4,0.4,1,A,B,False,<answer>B</answer>
9278-545,toppings,truck,1.4,0.4,1,A,B,False,<answer>B</answer>
11618-8785,skin,genitals,0.6,0.4,1,A,B,False,<answer>B</answer>
7291-8863,anything,campaigning,1.2,1.0,1,A,B,False,<answer>B</answer>
7291-8288,anything,Radish,1.2,1.0,1,A,B,False,<answer>B</answer>
14787-8830,ego,home,0.2,0.0,1,A,B,False,<answer>B</answer>
14787-8293,ego,college,0.2,1.2,2,B,B,True,<answer>B</answer>
8830-8293,home,college,0.0,1.2,2,B,B,True,<answer>B</answer>
7479-9158,denial,Democrats,1.0,0.8,1,A,B,False,<answer>B</answer>
7479-7266,denial,aliens,1.0,1.4,2,B,B,True,<answer>B</answer>
9158-7266,Democrats,aliens,0.8,1.4,2,B,B,True,<answer>B</answer>
10708-11818,cheese,money,1.2,1.4,2,B,B,True,<answer>B</answer>
10708-10683,cheese,Peasant,1.2,0.8,1,A,B,False,<answer>B</answer>
11818-10683,money,Peasant,1.4,0.8,1,A,B,False,<answer>B</answer>
6738-13708,pill,Hippo,1.0,0.6,1,A,B,False,<answer>B</answer>
6738-4398,pill,puppy,1.0,0.4,1,A,B,False,<answer>B</answer>
13708-4398,Hippo,puppy,0.6,0.4,1,A,B,False,<answer>B</answer>
9806-12190,blow,Home,1.0,0.8,1,A,B,False,<answer>B</answer>
9806-13632,blow,Enjoyed,1.0,2.6,2,B,B,True,<answer>B</answer>
12190-13632,Home,Enjoyed,0.8,2.6,2,B,B,True,<answer>B</answer>
1045-11130,bathroom,pound,1.8,1.0,1,A,B,False,<answer>B</answer>
1045-14342,bathroom,cemetery,1.8,0.6,1,A,A,True,<answer>A</answer>
11130-14342,pound,cemetery,1.0,0.6,1,A,B,False,<answer>B</answer>
12665-11805,Cockroaches,dance,0.4,1.0,2,B,B,True,<answer>B</answer>
593-11805,snore,dance,0.4,1.0,2,B,B,True,<answer>B</answer>
11315-10047,pig,singing,0.6,1.2,2,B,B,True,<answer>B</answer>
11315-10576,pig,lupus,0.6,0.0,1,A,B,False,<answer>B</answer>
10047-10576,singing,lupus,1.2,0.0,1,A,B,False,<answer>B</answer>
193-13923,Shaman,Horses,1.0,0.4,1,A,B,False,<answer>B</answer>
193-3315,Shaman,Jeeps,1.0,1.6,2,B,B,True,<answer>B</answer>
13923-3315,Horses,Jeeps,0.4,1.6,2,B,B,True,<answer>B</answer>
4003-6834,dress,cook,1.8,1.6,1,A,B,False,<answer>B</answer>
6834-12428,cook,kindergarten,1.6,1.8,2,B,B,True,<answer>B</answer>
8212-786,Praise,pity,0.6,1.6,2,B,B,True,<answer>B</answer>
6577-786,breakfast,pity,0.6,1.6,2,B,B,True,<answer>B</answer>
8446-12688,parties,groundhog,1.8,0.8,1,A,B,False,<answer>B</answer>
7378-6168,Birthdays,dreamed,1.2,1.0,1,A,B,False,<answer>B</answer>
7378-11081,Birthdays,bingo,1.2,2.2,2,B,B,True,<answer>B</answer>
6168-11081,dreamed,bingo,1.0,2.2,2,B,B,True,<answer>B</answer>
